Timeline,Start_time,Duration,Athlete,Trick_number,Amplitude,Side,Run_rating,Feature_list,Combo_list,Competition_run,Speed_rating,Score,Trick_speed_rating,Start,Trick_rating_list,Trick_list
Men Final - Sao Paulo 2019 - Park skateboarding,4391.635411,3.520422222,Quintas Trick,19,6ft+,FS,,"Hip Transfer, Hip",Feature Combo,,,,Aggressive,,Clean,Frontside Air
Men Final - Sao Paulo 2019 - Park skateboarding,4394.155833,3.412798098,Quintas Trick,20,6ft+,FS,,Flat Bank,,,,,Aggressive,,Benchmark,Boneless
Men Final - Sao Paulo 2019 - Park skateboarding,4396.568631,5.590057458,Quintas Trick,21,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,"Kickflip, Indy"
Men Final - Sao Paulo 2019 - Park skateboarding,4401.158689,4.453177778,Quintas Trick,22,5ft,BS,,Hip,,,,,Aggressive,,Clean,540 Nose Grab
Men Final - Sao Paulo 2019 - Park skateboarding,4404.611867,4.664323259,Quintas Trick,23,3ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Benchmark,Lip Slide
Men Final - Sao Paulo 2019 - Park skateboarding,4408.27619,3.388110074,Quintas Trick,24,1ft,BS,,Big Quarter,,,,,Aggressive,,Clean,"Lip Slide, Alley Oop"
Men Final - Sao Paulo 2019 - Park skateboarding,4410.6643,4.469111111,Quintas Trick,25,4ft,FS,,"Hip Transfer, Love Seat",Feature Combo,,,,Aggressive,,Clean,"Ollie, Tailslide"
Men Final - Sao Paulo 2019 - Park skateboarding,4414.133411,10.73376034,Quintas Trick,26,4ft,BS,Bail,Corners,,,Aggressive,76.33,Aggressive,,Sketchy,"Kickflip, Melon, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,5652.960789,6.972211111,Quintas Trick,27,6ft+,FS,,Love Seat,,"Final, Run 3",,,Aggressive,"Drop In, Vert Wall",Benchmark,Lip Slide
Men Final - Sao Paulo 2019 - Park skateboarding,5658.933,3.501477778,Quintas Trick,28,6ft+,FS,,"Hip Transfer, Hip",Feature Combo,,,,Aggressive,,Benchmark,Stalefish
Men Final - Sao Paulo 2019 - Park skateboarding,5661.434478,2.892922222,Quintas Trick,29,4ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Tailslide
Men Final - Sao Paulo 2019 - Park skateboarding,5663.3274,3.333033333,Quintas Trick,30,6ft+,FS,,"Hip Transfer, Hip",Feature Combo,,,,Aggressive,,Clean,Frontside Air
Men Final - Sao Paulo 2019 - Park skateboarding,5665.660433,3.574088889,Quintas Trick,31,6ft+,FS,,Flat Bank,,,,,Aggressive,,Benchmark,Boneless
Men Final - Sao Paulo 2019 - Park skateboarding,5668.234522,5.629566667,Quintas Trick,32,5ft,BS,Bail,Deep Bowl Wall,,,Aggressive,29.33,Aggressive,,Sketchy,"Kickflip, Indy"
Men Final - Sao Paulo 2019 - Park skateboarding,6511.880883,6.982694483,Quintas Trick,33,6ft+,FS,,Love Seat,,"Final, Run 4",,,Aggressive,"Drop In, Vert Wall",Clean,"Lip Slide, Smith, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,6517.863578,3.228688889,Quintas Trick,34,6ft+,FS,,"Hip Transfer, Corners",Feature Combo,,,,Aggressive,,Benchmark,Stalefish
Men Final - Sao Paulo 2019 - Park skateboarding,6520.092267,2.9527,Quintas Trick,35,4ft,FS,,Deep End,,,,,Aggressive,,Clean,Tailslide
Men Final - Sao Paulo 2019 - Park skateboarding,6522.044967,3.255033333,Quintas Trick,36,6ft+,FS,,"Hip Transfer, 6ft Transition",Feature Combo,,,,Aggressive,,Clean,Frontside Air
Men Final - Sao Paulo 2019 - Park skateboarding,6524.3,3.741044444,Quintas Trick,37,6ft+,FS,,Flat Bank,,,,,Aggressive,,Benchmark,Boneless
Men Final - Sao Paulo 2019 - Park skateboarding,6527.041044,5.352388889,Quintas Trick,38,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,"Kickflip, Indy, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,6531.393433,5.172277778,Quintas Trick,39,4ft,BS,,Hip,,,,,Aggressive,,Clean,540 Melon
Men Final - Sao Paulo 2019 - Park skateboarding,6535.565711,4.788166667,Quintas Trick,40,4ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Clean,Lip Slide
Men Final - Sao Paulo 2019 - Park skateboarding,6539.353878,3.013122222,Quintas Trick,41,4ft,BS,,Big Quarter,,,,,Flow,,Clean,"Ollie, Disaster, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,6541.367,4.6738,Quintas Trick,42,4ft,FS,,Love Seat,,,,,Aggressive,,Clean,"Ollie, Tailslide, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,6545.0408,5.877544444,Quintas Trick,43,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Lip Slide
Men Final - Sao Paulo 2019 - Park skateboarding,6549.918344,10.98341111,Quintas Trick,44,5ft,FS,Bail,6ft Transition,,,Aggressive,73,Aggressive,,Sketchy,"Kickflip, Stalefish, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,3762.044878,6.763988889,Reynolds Trick,1,5ft,FS,,Love Seat,,"Final, Run 1",,,Flow,"Drop In, Vert Wall",Clean,Smith
Men Final - Sao Paulo 2019 - Park skateboarding,3767.808867,3.524133333,Reynolds Trick,2,6ft+,FS,,Hip,,,,,Aggressive,,Benchmark,Frontside Air
Men Final - Sao Paulo 2019 - Park skateboarding,3770.333,3.1702,Reynolds Trick,3,3ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Tailslide
Men Final - Sao Paulo 2019 - Park skateboarding,3772.5032,3.754855556,Reynolds Trick,4,,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Frontside Invert
Men Final - Sao Paulo 2019 - Park skateboarding,3775.258056,4.847111111,Reynolds Trick,5,6ft+,FS,,Corners,,,,,Aggressive,,Clean,50-50
Men Final - Sao Paulo 2019 - Park skateboarding,3779.105167,4.628388889,Reynolds Trick,6,5ft,BS,,Love Seat,,,,,Aggressive,,Benchmark,Smith
Men Final - Sao Paulo 2019 - Park skateboarding,3782.733556,4.575544444,Reynolds Trick,7,6ft+,FS,,Big Quarter,,,,,Aggressive,,Benchmark,Madonna
Men Final - Sao Paulo 2019 - Park skateboarding,3786.3091,3.304666667,Reynolds Trick,8,3ft,FS,,"Flat Bank, High to Low Transfer",Feature Combo,,,,Flow,,Clean,5-0 Stand Up
Men Final - Sao Paulo 2019 - Park skateboarding,3788.613767,5.937644444,Reynolds Trick,9,4ft,BS,,Ski Jump,,,,,Flow,,Clean,"Kickflip, Indy"
Men Final - Sao Paulo 2019 - Park skateboarding,3793.551411,3.415588889,Reynolds Trick,10,,BS,,6ft Transition,,,,,,,,Judo
Men Final - Sao Paulo 2019 - Park skateboarding,3795.967,4.452266667,Reynolds Trick,11,4ft,BS,,Hip,,,,,Aggressive,,Benchmark,540 Nose Grab
Men Final - Sao Paulo 2019 - Park skateboarding,3799.419267,4.779755556,Reynolds Trick,12,4ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Benchmark,"Frontside Air, Alley Oop"
Men Final - Sao Paulo 2019 - Park skateboarding,3803.199022,3.663766667,Reynolds Trick,13,3ft,BS,,6ft Transition,,,,,Flow,,Clean,50-50
Men Final - Sao Paulo 2019 - Park skateboarding,3805.862789,3.470211111,Reynolds Trick,14,4ft,FS,Bail,Ski Jump Hip,,,Aggressive,83,Aggressive,,Sketchy,"Pop Shove-It, Tail Grab, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,4617.833867,6.927922222,Reynolds Trick,15,5ft,FS,,Love Seat,,"Final, Run 2",,,Aggressive,"Drop In, Vert Wall",Clean,"Smith, 5-0, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,4623.761789,3.605211111,Reynolds Trick,16,6ft+,FS,,Hip,,,,,Aggressive,,Benchmark,Frontside Air
Men Final - Sao Paulo 2019 - Park skateboarding,4626.367,3.283144444,Reynolds Trick,17,3ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Clean,Tailslide
Men Final - Sao Paulo 2019 - Park skateboarding,4628.650144,3.4113,Reynolds Trick,18,,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Frontside Invert
Men Final - Sao Paulo 2019 - Park skateboarding,4631.061444,4.885266667,Reynolds Trick,19,6ft+,FS,,Corners,,,,,Flow,,Clean,50-50
Men Final - Sao Paulo 2019 - Park skateboarding,4634.946711,4.508388889,Reynolds Trick,20,5ft,BS,,Love Seat,,,,,Aggressive,,Clean,Smith
Men Final - Sao Paulo 2019 - Park skateboarding,4638.4551,4.762922222,Reynolds Trick,21,6ft+,FS,,Big Quarter,,,,,Aggressive,,Benchmark,Madonna
Men Final - Sao Paulo 2019 - Park skateboarding,4642.218022,3.245144444,Reynolds Trick,22,3ft,FS,,"Flat Bank, Rail",Feature Combo,,,,Flow,,Clean,5-0 Stand Up
Men Final - Sao Paulo 2019 - Park skateboarding,4644.463167,5.886644444,Reynolds Trick,23,4ft,BS,,Ski Jump,,,,,Aggressive,,Clean,"Kickflip, Indy"
Men Final - Sao Paulo 2019 - Park skateboarding,4649.349811,3.502266667,Reynolds Trick,24,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Clean,Judo
Men Final - Sao Paulo 2019 - Park skateboarding,4651.852078,4.5771,Reynolds Trick,25,4ft,BS,Bail,Hip,,,Aggressive,73,Aggressive,,Sketchy,540 Nose Grab
Men Final - Sao Paulo 2019 - Park skateboarding,5842.636844,5.962777778,Reynolds Trick,26,6ft+,FS,,Love Seat,,"Final, Run 3",,,Aggressive,"Drop In, Vert Wall",Clean,"Smith, 5-0, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,5847.599622,3.422455556,Reynolds Trick,27,6ft+,FS,,"Hip Transfer, Hip",Feature Combo,,,,Aggressive,,Clean,Frontside Air
Men Final - Sao Paulo 2019 - Park skateboarding,5850.022078,3.179533333,Reynolds Trick,28,3ft,FS,,Deep Bowl Wall,,,,,Flow,,Clean,5-0 
Men Final - Sao Paulo 2019 - Park skateboarding,5852.201611,3.788377778,Reynolds Trick,29,,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Frontside Invert
Men Final - Sao Paulo 2019 - Park skateboarding,5854.989989,4.554522222,Reynolds Trick,30,6ft+,FS,,Corners,,,,,Flow,,Clean,50-50
Men Final - Sao Paulo 2019 - Park skateboarding,5858.544511,4.7582,Reynolds Trick,31,6ft+,BS,,Love Seat,,,,,Aggressive,,Benchmark,Smith
Men Final - Sao Paulo 2019 - Park skateboarding,5862.302711,4.690444444,Reynolds Trick,32,6ft+,FS,,Big Quarter,,,,,Aggressive,,Benchmark,Madonna
Men Final - Sao Paulo 2019 - Park skateboarding,5865.993156,3.210222222,Reynolds Trick,33,3ft,FS,,"Flat Bank, Rail, High to Low Transfer",Feature Combo,,,,Flow,,Clean,5-0 Stand Up
Men Final - Sao Paulo 2019 - Park skateboarding,5868.203378,5.918088889,Reynolds Trick,34,4ft,BS,,Ski Jump,,,,,Aggressive,,Clean,"Kickflip, Indy"
Men Final - Sao Paulo 2019 - Park skateboarding,5873.121467,3.547833333,Reynolds Trick,35,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Judo
Men Final - Sao Paulo 2019 - Park skateboarding,5875.6693,4.421344444,Reynolds Trick,36,6ft+,BS,,Hip,,,,,Aggressive,,Clean,540 Nose Grab
Men Final - Sao Paulo 2019 - Park skateboarding,5879.090644,4.810233333,Reynolds Trick,37,4ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Benchmark,"Frontside Air, Alley Oop"
Men Final - Sao Paulo 2019 - Park skateboarding,5882.900878,3.460977778,Reynolds Trick,38,4ft,BS,,6ft Transition,,,,,Flow,,Clean,50-50
Men Final - Sao Paulo 2019 - Park skateboarding,5885.361856,3.841411111,Reynolds Trick,39,4ft,FS,,Ski Jump Hip,,,,,Technical,,Benchmark,"Trayflip, Tail Grab, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,5888.203267,2.888466667,Reynolds Trick,40,,,Outstanding,,,,Aggressive,86,,,,
Men Final - Sao Paulo 2019 - Park skateboarding,6786.767,6.332555556,Reynolds Trick,41,6ft+,FS,,Love Seat,,"Final, Run 4",,,Aggressive,"Drop In, Vert Wall",Clean,"Smith, 5-0, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,6792.099556,3.657611111,Reynolds Trick,42,6ft+,FS,,"Hip Transfer, Corners",Feature Combo,,,,Aggressive,,Benchmark,Frontside Air
Men Final - Sao Paulo 2019 - Park skateboarding,6794.757167,3.008044444,Reynolds Trick,43,5ft,FS,,Deep End,,,,,Aggressive,,Benchmark,Tailslide
Men Final - Sao Paulo 2019 - Park skateboarding,6796.765211,3.688288889,Reynolds Trick,44,,FS,,Deep Bowl Wall,,,,,Technical,,Benchmark,Frontside Invert
Men Final - Sao Paulo 2019 - Park skateboarding,6799.4535,4.810688889,Reynolds Trick,45,6ft+,FS,,Corners,,,,,Aggressive,,Clean,50-50
Men Final - Sao Paulo 2019 - Park skateboarding,6803.264189,4.655444444,Reynolds Trick,46,6ft+,BS,,Love Seat,,,,,Aggressive,,Clean,Smith
Men Final - Sao Paulo 2019 - Park skateboarding,6806.919633,4.625833333,Reynolds Trick,47,6ft+,FS,,Big Quarter,,,,,Aggressive,,Benchmark,Madonna
Men Final - Sao Paulo 2019 - Park skateboarding,6810.545467,3.303744444,Reynolds Trick,48,3ft,FS,,"Flat Bank, High to Low Transfer",Feature Combo,,,,Technical,,Clean,5-0 Stand Up
Men Final - Sao Paulo 2019 - Park skateboarding,6812.849211,5.883866667,Reynolds Trick,49,4ft,BS,,Ski Jump,,,,,Flow,,Clean,Kickflip
Men Final - Sao Paulo 2019 - Park skateboarding,6817.733078,3.814133333,Reynolds Trick,50,5ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Clean,540 Melon
Men Final - Sao Paulo 2019 - Park skateboarding,6820.547211,4.047088889,Reynolds Trick,51,3ft,BS,,Hip,,,,,Flow,,Clean,Indy
Men Final - Sao Paulo 2019 - Park skateboarding,6823.5943,5.190966667,Reynolds Trick,52,5ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Benchmark,"Frontside Air, Alley Oop"
Men Final - Sao Paulo 2019 - Park skateboarding,6827.785267,3.277466667,Reynolds Trick,53,4ft,BS,,4ft Transition,,,,,Technical,,Clean,50-50
Men Final - Sao Paulo 2019 - Park skateboarding,6830.062733,3.370266667,Reynolds Trick,54,4ft,FS,,Ski Jump Hip,,,,,Flow,,Sketchy,"Big Spin, Tail Grab, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,6832.433,3.127788889,Reynolds Trick,55,,,Outstanding,,,,Flow,88,,,,
Men Final - Sao Paulo 2019 - Park skateboarding,3863.702733,5.842144444,Schaar Trick,1,4ft,FS,,Love Seat,,"Final, Run 1",,,Flow,"Drop In, Vert Wall",Clean,Tailslide
Men Final - Sao Paulo 2019 - Park skateboarding,3868.544878,4.235520873,Schaar Trick,2,1ft,FS,,Deep Bowl Wall,,,,,Flow,,Clean,5-0 
Men Final - Sao Paulo 2019 - Park skateboarding,3871.780399,3.770190238,Schaar Trick,3,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Clean,Stalefish
Men Final - Sao Paulo 2019 - Park skateboarding,3874.550589,4.816411111,Schaar Trick,4,6ft+,FS,,Corners,,,,,Flow,,Clean,50-50
Men Final - Sao Paulo 2019 - Park skateboarding,3878.367,5.386322222,Schaar Trick,5,3ft,FS,Bail,"Hip Transfer, Big Quarter",Feature Combo,,Flow,31.67,Aggressive,,Sketchy,"Ollie, Smith"
Men Final - Sao Paulo 2019 - Park skateboarding,4729.989838,5.867684362,Schaar Trick,6,5ft,FS,,Love Seat,,"Final, Run 2",,,Aggressive,"Drop In, Vert Wall",Clean,Tailslide
Men Final - Sao Paulo 2019 - Park skateboarding,4734.857522,4.499577778,Schaar Trick,7,3ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Clean,5-0 
Men Final - Sao Paulo 2019 - Park skateboarding,4738.3571,3.742877778,Schaar Trick,8,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Clean,Stalefish
Men Final - Sao Paulo 2019 - Park skateboarding,4741.099978,5.027588889,Schaar Trick,9,6ft+,FS,,Corners,,,,,Flow,,Clean,50-50
Men Final - Sao Paulo 2019 - Park skateboarding,4745.127567,4.929055556,Schaar Trick,10,5ft,FS,,"Hip Transfer, Big Quarter",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Smith"
Men Final - Sao Paulo 2019 - Park skateboarding,4749.056622,2.764022222,Schaar Trick,11,2ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Flow,,Clean,"Ollie, Alley Oop"
Men Final - Sao Paulo 2019 - Park skateboarding,4750.820644,5.679133333,Schaar Trick,12,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,540 Melon
Men Final - Sao Paulo 2019 - Park skateboarding,4755.499778,4.587911111,Schaar Trick,13,5ft,BS,,Hip,,,,,Aggressive,,Clean,Ollie
Men Final - Sao Paulo 2019 - Park skateboarding,4759.087689,5.131422222,Schaar Trick,14,3ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Flow,,Clean,"Ollie, Tailslide, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,4763.219111,3.182888889,Schaar Trick,15,1ft,FS,,Big Quarter,,,,,Technical,,Benchmark,Blunt
Men Final - Sao Paulo 2019 - Park skateboarding,4765.402,4.965133333,Schaar Trick,16,3ft,FS,,"Hip Transfer, Love Seat",Feature Combo,,,,Flow,,Clean,"Ollie, Smith, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,4769.367133,3.419977778,Schaar Trick,17,4ft,BS,,Ski Jump,,,,,Flow,,Clean,Ollie
Men Final - Sao Paulo 2019 - Park skateboarding,4771.787111,3.501688889,Schaar Trick,18,5ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Ollie
Men Final - Sao Paulo 2019 - Park skateboarding,4774.2888,4.479122222,Schaar Trick,19,4ft,FS,,Hip,,,,,Aggressive,,Benchmark,"Ollie, Alley Oop"
Men Final - Sao Paulo 2019 - Park skateboarding,4777.767922,3.599333333,Schaar Trick,20,,,,,,,,84,,,,
Men Final - Sao Paulo 2019 - Park skateboarding,5956.533,5.922377778,Schaar Trick,21,6ft+,FS,,Love Seat,Feature Combo,"Final, Run 3",,,Aggressive,"Drop In, Vert Wall",Benchmark,"Smith, Tailslide, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,5961.455378,4.65230352,Schaar Trick,22,3ft,FS,,Deep End,,,,,Aggressive,,Clean,Ollie
Men Final - Sao Paulo 2019 - Park skateboarding,5965.107681,3.658869336,Schaar Trick,23,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Stalefish
Men Final - Sao Paulo 2019 - Park skateboarding,5967.766551,4.696286088,Schaar Trick,24,3ft,FS,,Corners,,,,,Flow,,Clean,Feeble
Men Final - Sao Paulo 2019 - Park skateboarding,5971.462837,4.8896855,Schaar Trick,25,6ft+,FS,,"Hip Transfer, Big Quarter",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Smith, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,5975.352522,8.297477778,Schaar Trick,26,2ft,BS,Bail,"Hip Transfer, Flat Bank",Feature Combo,,Aggressive,34.5,Flow,,Sketchy,"Ollie, Alley Oop"
Men Final - Sao Paulo 2019 - Park skateboarding,6956.067,5.993022222,Schaar Trick,27,5ft,FS,,Love Seat,,"Final, Run 4",,,Aggressive,"Drop In, Vert Wall",Clean,Tailslide
Men Final - Sao Paulo 2019 - Park skateboarding,6961.060022,4.2927,Schaar Trick,28,2ft,FS,,Deep End,,,,,Flow,,Clean,5-0 
Men Final - Sao Paulo 2019 - Park skateboarding,6964.352722,3.709,Schaar Trick,29,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Stalefish
Men Final - Sao Paulo 2019 - Park skateboarding,6967.061722,4.8276,Schaar Trick,30,3ft,FS,,Corners,,,,,Flow,,Clean,Feeble
Men Final - Sao Paulo 2019 - Park skateboarding,6970.889322,4.873711111,Schaar Trick,31,6ft+,FS,,"Hip Transfer, Big Quarter",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Smith, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,6974.763033,2.966422222,Schaar Trick,32,3ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Flow,,Clean,"Ollie, Alley Oop"
Men Final - Sao Paulo 2019 - Park skateboarding,6976.729456,5.526022222,Schaar Trick,33,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,540 Melon
Men Final - Sao Paulo 2019 - Park skateboarding,6981.255478,4.596988889,Schaar Trick,34,5ft,BS,,Hip,,,,,Flow,,Clean,Ollie
Men Final - Sao Paulo 2019 - Park skateboarding,6984.852467,5.142066667,Schaar Trick,35,5ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Technical,,Clean,"Ollie, Tailslide, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,6988.994533,3.323844444,Schaar Trick,36,1ft,FS,,Big Quarter,,,,,Technical,,Benchmark,Blunt
Men Final - Sao Paulo 2019 - Park skateboarding,6991.318378,4.875877778,Schaar Trick,37,5ft,FS,,Love Seat,,,,,Flow,,Clean,"Ollie, Smith, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,6995.194256,3.355166667,Schaar Trick,38,4ft,BS,,Ski Jump,,,,,Flow,,Clean,Ollie
Men Final - Sao Paulo 2019 - Park skateboarding,6997.549422,3.717577778,Schaar Trick,39,5ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Clean,"Kickflip, Indy, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,7000.267,4.351611111,Schaar Trick,40,4ft,FS,,Hip,,,,,Flow,,Clean,"Ollie, Alley Oop"
Men Final - Sao Paulo 2019 - Park skateboarding,7003.618611,9.654038701,Schaar Trick,41,,,Outstanding,,,,Flow,84.6,,,,
San Paulo Mens Semi Finals 190914,4915.4977,6.348888889,White Trick,1,4ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,"Semi Final, Run 1",,,Flow,"Roll In, 6ft Transition",Clean,"Alley Oop, Lein Air"
San Paulo Mens Semi Finals 190914,4920.846589,3.520411111,White Trick,2,2ft,BS,,Big Quarter,,,,,Flow,,Clean,Backside Air
San Paulo Mens Semi Finals 190914,4923.367,4.701855556,White Trick,3,5ft,FS,,Love Seat,,,,,Flow,,Clean,Smith
San Paulo Mens Semi Finals 190914,4927.068856,3.464144444,White Trick,4,6ft+,FS,,"Hip Transfer, Corners",Feature Combo,,,,Aggressive,,Benchmark,"Heelflip, Frontside Air, Combo"
San Paulo Mens Semi Finals 190914,4929.533,2.934833333,White Trick,5,3ft,FS,,Flat Wall,,,,,Flow,,Clean,5-0 Stand Up
San Paulo Mens Semi Finals 190914,4931.467833,3.5937,White Trick,6,4ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Rodeo
San Paulo Mens Semi Finals 190914,4934.061533,4.899761558,White Trick,7,5ft,FS,,Corners,,,,,Flow,,Clean,Lip Slide
San Paulo Mens Semi Finals 190914,4937.961295,8.457993998,White Trick,8,2ft,FS,,"Step Up, Big Quarter",Feature Combo,,,,Flow,,Sketchy,"Ollie, 50-50, Combo"
San Paulo Mens Semi Finals 190914,4945.419289,2.984466667,White Trick,9,1ft,FS,,"Flat Bank, High to Low Transfer",Feature Combo,,,,Slow,,Sketchy,Frontside Air
San Paulo Mens Semi Finals 190914,4947.403756,6.163244444,White Trick,10,5ft,BS,,Ski Jump,,,,,Flow,,Clean,Backside Air
San Paulo Mens Semi Finals 190914,4952.567,3.407788889,White Trick,11,5ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,540 Melon
San Paulo Mens Semi Finals 190914,4954.974789,4.125211111,White Trick,12,3ft,BS,,Hip,,,,,Flow,,Benchmark,"Backside Air, 360"
San Paulo Mens Semi Finals 190914,4958.1,12.36673333,White Trick,13,,,Clean,,,,Flow,78,,,,
San Paulo Mens Semi Finals 190914,5496.609356,6.062355556,White Trick,14,4ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,"Semi Final, Run 2",,,Aggressive,"Roll In, 6ft Transition",Clean,"Alley Oop, Lein Air"
San Paulo Mens Semi Finals 190914,5501.671711,3.295288889,White Trick,15,4ft,BS,,Big Quarter,,,,,Flow,,Clean,Judo
San Paulo Mens Semi Finals 190914,5503.967,4.895455556,White Trick,16,5ft,FS,,Love Seat,,,,,Flow,,Clean,Smith
San Paulo Mens Semi Finals 190914,5507.862456,3.359544444,White Trick,17,6ft+,FS,,"Hip Transfer, Corners",Feature Combo,,,,Aggressive,,Clean,"Kickflip, Indy, Combo"
San Paulo Mens Semi Finals 190914,5510.222,2.877177778,White Trick,18,3ft,FS,,Flat Wall,,,,,Flow,,Clean,5-0 Stand Up
San Paulo Mens Semi Finals 190914,5512.099178,4.248211111,White Trick,19,1ft,FS,Bail,Deep Bowl Wall,,,Flow,22,Slow,,Sketchy,Rodeo
San Paulo Mens Semi Finals 190914,6084.192033,7.669,White Trick,20,3ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,"Semi Final, Run 3",,,Flow,"Roll In, 6ft Transition",Clean,"Alley Oop, Lein Air"
San Paulo Mens Semi Finals 190914,6090.861033,3.031655556,White Trick,21,3ft,BS,,Big Quarter,,,,,Flow,,Clean,Backside Air
San Paulo Mens Semi Finals 190914,6092.892689,4.607311111,White Trick,22,5ft,FS,,Love Seat,,,,,Flow,,Clean,Smith
San Paulo Mens Semi Finals 190914,6096.5,3.433,White Trick,23,5ft,FS,,"Hip Transfer, Corners",Feature Combo,,,,Aggressive,,Benchmark,"Kickflip, Frontside Air"
San Paulo Mens Semi Finals 190914,6098.933,3.204955556,White Trick,24,2ft,FS,,Flat Wall,,,,,Flow,,Clean,5-0 Stand Up
San Paulo Mens Semi Finals 190914,6101.137956,3.4917,White Trick,25,4ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Rodeo
